"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned"
"230429",24,2,50,88371,88371,312,56,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",77816,"Divorced","Star",5581.76,"Standard",2012,9,0,0,0
"230560",11,1,24,52960,79440,0,0,"Canada","British Columbia","Vancouver","V1E4R6","Male","College",73544,"Divorced","Star",8231.22,"2018 Promotion",2018,2,0,0,0
"230687",24,2,13,19467,19467,1176,212,"Canada","British Columbia","Vancouver","V5R1W3","Male","College",73544,"Married","Aurora",7643.07,"Standard",2017,10,2018,6,1
"230693",24,2,37,59303,59303,2308,415,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",65540,"Married","Nova",14914.53,"Standard",2013,9,0,0,0
"230763",24,2,52,59584,59584,2068,372,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",86759,"Single","Star",5507.16,"Standard",2016,3,0,0,0
"230840",24,2,27,36669,36669,581,105,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",60094,"Married","Nova",5293.37,"Standard",2017,1,0,0,0
"230908",24,2,49,66022,66022,822,148,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Doctor",217538,"Divorced","Star",3964.15,"Standard",2012,5,0,0,0
"230942",24,2,43,60902,60902,958,172,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",72587,"Married","Star",14203.04,"Standard",2016,11,0,0,0
"231013",24,2,42,75634,75634,903,162,"Canada","Ontario","Kingston","M9K2P4","Male","Master",71038,"Married","Nova",2886.45,"Standard",2015,10,0,0,0
"231047",24,2,23,32545,32545,0,0,"Canada","Ontario","Toronto","M2P4F6","Female","Bachelor",58314,"Single","Aurora",5528.21,"Standard",2013,10,0,0,0
"231080",24,2,6,8937,8937,394,71,"Canada","Quebec","Montreal","H2Y4R4","Male","Bachelor",80360,"Single","Nova",36860.73,"Standard",2016,9,2017,5,1
"231084",24,2,39,58998,58998,444,80,"Canada","Nova Scotia","Halifax","B3C2M8","Female","Bachelor",99090,"Married","Nova",2857.11,"Standard",2016,6,0,0,0
"231090",24,2,36,51841,51841,1840,332,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",90359,"Married","Nova",6310.4,"Standard",2014,11,0,0,0
"231273",24,2,40,57800,57800,1355,244,"Canada","British Columbia","Kelowna","V092E9","Female","Bachelor",60776,"Divorced","Aurora",5103.36,"Standard",2015,1,0,0,0
"231319",24,2,0,0,0,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","Bachelor",70384,"Single","Nova",8879.79,"Standard",2013,12,2014,8,1
"231462",24,2,31,40801,40801,1073,193,"Canada","Manitoba","Winnipeg","R2C0M5","Male","College",72907,"Single","Nova",23895.68,"Standard",2014,7,0,0,0
"231508",24,2,41,71228,71228,765,138,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",57668,"Married","Star",2967.67,"Standard",2014,2,0,0,0
"231530",24,2,28,43680,43680,445,80,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",93110,"Married","Aurora",5689.64,"Standard",2012,5,0,0,0
"231592",24,2,32,48469,48469,399,72,"Canada","Quebec","Montreal","H2Y4R4","Female","Bachelor",86667,"Married","Star",10760.18,"Standard",2016,5,0,0,0
"231614",24,2,41,60144,60144,835,151,"Canada","Ontario","Toronto","P2T6G3","Female","Bachelor",85203,"Divorced","Star",2464.24,"Standard",2012,6,0,0,0
"231641",24,2,46,61282,61282,648,117,"Canada","Ontario","Toronto","M1R4K3","Male","Bachelor",68485,"Married","Star",6408.79,"Standard",2014,1,0,0,0
"231755",24,2,41,59667,59667,1643,296,"Canada","British Columbia","Whistler","V6T1Y8","Female","College",73082,"Married","Nova",9048.98,"Standard",2014,2,0,0,0
"231843",24,2,39,52366,52366,1569,283,"Canada","British Columbia","Whistler","V6T1Y8","Male","College",73082,"Single","Star",4896.27,"Standard",2016,11,0,0,0
"231992",11,1,44,69024,103536,0,0,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",76119,"Married","Star",19896.42,"2018 Promotion",2018,3,0,0,0
"232022",24,2,30,48202,48202,990,178,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",84147,"Married","Nova",8044.87,"Standard",2015,1,0,0,0
"232137",24,2,38,44528,44528,547,98,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",61200,"Married","Nova",9246.22,"Standard",2014,8,0,0,0
"232203",24,2,14,22280,22280,0,0,"Canada","Saskatchewan","Regina","S1J3C5","Female","Bachelor",101339,"Married","Nova",3470.18,"Standard",2016,5,0,0,0
"232290",24,2,32,37915,37915,0,0,"Canada","Alberta","Calgary","T3E2V9","Female","Bachelor",50298,"Married","Star",5318.9,"Standard",2014,12,0,0,0
"232317",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",84971,"Married","Nova",13156.75,"Standard",2013,6,2014,2,1
"232395",24,2,57,77145,77145,301,54,"Canada","Yukon","Whitehorse","Y2K6R0","Male","College",68823,"Divorced","Nova",10759.4,"Standard",2014,2,0,0,0
"232426",24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V1E4R6","Male","College",73544,"Single","Aurora",5208.35,"Standard",2014,3,2014,11,1
"232450",24,2,29,41743,41743,1609,289,"Canada","Alberta","Edmonton","T3G6Y6","Female","Master",106669,"Divorced","Aurora",8312.68,"Standard",2013,4,0,0,0
"232533",24,2,7,9372,9372,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Female","College",73082,"Married","Nova",36695.91,"Standard",2018,8,0,0,0
"232555",24,2,39,53849,53849,1156,208,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",62242,"Married","Star",2919.71,"Standard",2015,4,2018,10,1
"232579",24,2,13,19044,19044,0,0,"Canada","Saskatchewan","Regina","S1J3C5","Female","College",74756,"Divorced","Star",10595.81,"Standard",2018,6,0,0,0
"232609",24,2,30,45876,45876,1207,217,"Canada","Alberta","Banff","T4V1D4","Female","College",71787,"Single","Nova",4022.96,"Standard",2013,12,0,0,0
"232685",24,2,39,59916,59916,0,0,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",104952,"Married","Nova",14091.19,"Standard",2016,1,0,0,0
"232703",24,2,52,83758,83758,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Female","High School or Below",71344,"Divorced","Nova",3449.49,"Standard",2012,10,0,0,0
"232755",11,1,38,53818,80727,0,0,"Canada","British Columbia","Vancouver","V1E4R6","Female","Bachelor",-46683,"Single","Nova",4787.81,"2018 Promotion",2018,3,0,0,0
"232871",24,2,53,78586,78586,351,63,"Canada","Ontario","Toronto","M2M6J7","Female","Bachelor",84736,"Single","Star",18929.33,"Standard",2016,10,0,0,0
"232884",24,2,5,5678,5678,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",48207,"Married","Aurora",17250.75,"Standard",2018,6,0,0,0
"232907",24,2,5,7370,7370,704,127,"Canada","Nova Scotia","Halifax","B3C2M8","Male","College",73945,"Single","Star",6553.94,"Standard",2016,2,2017,7,1
"232924",24,2,31,41233,41233,1513,272,"Canada","Yukon","Whitehorse","Y2K6R0","Male","Master",118863,"Divorced","Star",11790.5,"Standard",2012,11,0,0,0
"233017",24,2,25,40459,40459,895,162,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",60079,"Married","Star",3982.18,"Standard",2017,7,0,0,0
"233051",24,2,0,0,0,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Female","Doctor",210090,"Divorced","Nova",5096.67,"Standard",2014,3,2015,4,1
"233084",24,2,57,87153,87153,2918,525,"Canada","Quebec","Hull","J8Y3Z5","Male","High School or Below",65565,"Married","Aurora",5498.94,"Standard",2014,3,0,0,0
"233437",24,2,19,34588,34588,0,0,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",59410,"Divorced","Nova",9918.7,"Standard",2017,8,2018,4,1
"233646",24,2,26,36821,36821,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Male","College",73945,"Single","Star",4815.02,"Standard",2014,1,0,0,0
"233738",24,2,39,54492,54492,1684,304,"Canada","British Columbia","Victoria","V106T5","Male","College",72896,"Single","Nova",6582.45,"Standard",2013,10,0,0,0
"233768",24,2,37,49456,49456,548,99,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Bachelor",81518,"Divorced","Nova",5548.03,"Standard",2015,12,0,0,0
"233774",24,2,14,26648,26648,1131,203,"Canada","British Columbia","Vancouver","V6E3Z3","Female","College",73544,"Married","Star",10153.89,"Standard",2018,6,0,0,0
"233819",24,2,29,53540,53540,1080,195,"Canada","Nova Scotia","Halifax","B3C2M8","Male","College",73945,"Single","Star",3871.78,"Standard",2013,11,0,0,0
"233831",24,2,0,0,0,0,0,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",85521,"Married","Aurora",10881.77,"Standard",2016,1,2016,10,1
"233877",24,2,0,0,0,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",88710,"Married","Aurora",10552.88,"Standard",2015,5,2015,11,1
"233958",24,2,43,56932,56932,381,69,"Canada","Ontario","Trenton","K8V4B2","Male","College",75720,"Divorced","Aurora",8714.92,"Standard",2012,12,0,0,0
"233969",24,2,28,41543,41543,2616,472,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",81355,"Married","Star",11014.16,"Standard",2017,4,0,0,0
"233991",24,2,22,32261,32261,877,158,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",63411,"Married","Nova",5418.46,"Standard",2012,7,0,0,0
"234047",24,2,39,63062,63062,389,70,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",49031,"Married","Star",4786.01,"Standard",2014,7,0,0,0
"234256",24,2,52,71974,71974,438,79,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",74655,"Married","Star",7764.27,"Standard",2013,9,0,0,0
"234435",24,2,33,43226,43226,0,0,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",96460,"Divorced","Aurora",11895.18,"Standard",2012,10,0,0,0
"234454",24,2,7,7867,7867,0,0,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",99662,"Single","Star",2692.06,"Standard",2018,8,0,0,0
"234515",24,2,46,77097,77097,343,62,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",53565,"Single","Star",9875.09,"Standard",2016,2,0,0,0
"234562",24,2,38,49049,49049,530,95,"Canada","Ontario","Toronto","M2M7K8","Female","College",73008,"Married","Star",8332.73,"Standard",2017,4,0,0,0
"234588",24,2,56,83316,83316,1242,224,"Canada","British Columbia","Vancouver","V6E3Z3","Male","Master",123828,"Married","Nova",4636.55,"Standard",2015,8,0,0,0
"234630",24,2,47,62729,62729,874,158,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",95299,"Divorced","Nova",2845.52,"Standard",2016,1,0,0,0
"234807",24,2,33,59504,59504,2153,387,"Canada","Ontario","Toronto","M2P4F6","Female","Master",114567,"Single","Aurora",21569.34,"Standard",2017,2,0,0,0
"234836",24,2,14,13999,13999,751,135,"Canada","Quebec","Hull","J8Y3Z5","Female","Bachelor",83322,"Married","Star",7462.93,"Standard",2017,4,2017,12,1
"234866",24,2,30,46360,46360,2056,370,"Canada","Nova Scotia","Halifax","B3J9S2","Male","College",73945,"Single","Star",4558.59,"Standard",2014,8,0,0,0
"234878",24,2,50,87691,87691,621,112,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",98089,"Divorced","Star",2644.98,"Standard",2013,1,0,0,0
"234895",24,2,22,29197,29197,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",61289,"Married","Star",2698.05,"Standard",2017,8,0,0,0
"234922",24,2,23,40187,40187,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",104968,"Married","Nova",8819.02,"Standard",2017,8,0,0,0
"234973",24,2,41,58866,58866,977,176,"Canada","Quebec","Montreal","H4G3T4","Male","College",73455,"Married","Aurora",5800.77,"Standard",2013,9,0,0,0
"235030",24,2,0,0,0,0,0,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",93199,"Divorced","Nova",8900.42,"Standard",2018,10,0,0,0
"235063",24,2,29,39431,39431,499,90,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",56959,"Married","Aurora",5509.38,"Standard",2015,8,0,0,0
"235092",24,2,44,73522,73522,596,107,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",70384,"Single","Nova",8879.79,"Standard",2016,2,0,0,0
"235102",24,2,47,76151,76151,462,83,"Canada","Ontario","Toronto","M2M6J7","Male","Bachelor",62308,"Divorced","Star",8709.85,"Standard",2016,6,0,0,0
"235220",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","P1L8X8","Female","High School or Below",55648,"Single","Nova",3288.83,"Standard",2014,11,2015,7,1
"235229",11,1,78,123090,184635,664,120,"Canada","Ontario","Ottawa","K1F2R2","Female","Bachelor",27603,"Single","Star",9075.77,"2018 Promotion",2018,2,0,0,0
"235391",24,2,37,56270,56270,871,157,"Canada","Ontario","Ottawa","K1F2R2","Male","Bachelor",53061,"Married","Aurora",5246.28,"Standard",2012,7,0,0,0
"235398",24,2,48,67457,67457,0,0,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",47445,"Married","Nova",3102.79,"Standard",2012,9,0,0,0
"235428",24,2,43,53083,53083,1298,233,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",75827,"Married","Nova",3939.01,"Standard",2012,10,0,0,0
"235454",24,2,16,21943,21943,293,53,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",71057,"Single","Aurora",8873.53,"Standard",2013,10,2018,1,1
"235459",24,2,36,57419,57419,2000,360,"Canada","Ontario","Toronto","P1L8X8","Female","Doctor",99747,"Married","Nova",5598.27,"Standard",2015,1,0,0,0
"235506",24,2,21,31394,31394,644,116,"Canada","Alberta","Edmonton","T9G1W3","Male","Bachelor",74651,"Single","Nova",7840.17,"Standard",2017,9,0,0,0
"235585",24,2,8,15229,15229,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Male","College",73945,"Single","Star",9415.9,"Standard",2018,5,0,0,0
"235629",24,2,14,29126,29126,0,0,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Master",124308,"Divorced","Aurora",5140.39,"Standard",2018,6,0,0,0
"235683",24,2,24,36858,36858,498,90,"Canada","Quebec","Quebec City","G1B3L5","Female","College",73602,"Married","Star",38055.21,"Standard",2017,8,0,0,0
"235709",24,2,29,37106,37106,1229,221,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","College",74408,"Married","Nova",6941.9,"Standard",2016,10,2018,12,1
"235716",24,2,27,35566,35566,588,106,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",72459,"Married","Nova",5838.13,"Standard",2016,5,0,0,0
"235857",24,2,28,31899,31899,800,144,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",58338,"Married","Nova",9470.27,"Standard",2015,8,0,0,0
"235872",24,2,44,56477,56477,1221,220,"Canada","Ontario","Toronto","P1J8T7","Female","Doctor",89057,"Single","Star",4046.94,"Standard",2013,3,0,0,0
"235882",24,2,24,33568,33568,645,116,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",57886,"Married","Star",2661.03,"Standard",2014,10,0,0,0
"235885",24,2,32,62086,62086,765,138,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",53337,"Married","Star",2727.08,"Standard",2014,12,0,0,0
"235930",24,2,41,63827,63827,1004,181,"Canada","Saskatchewan","Regina","S6J3G0","Male","Bachelor",86728,"Single","Star",3360.44,"Standard",2013,12,0,0,0
"236001",24,2,42,70094,70094,2575,463,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",57139,"Married","Star",13265.96,"Standard",2016,1,0,0,0
"236003",24,2,39,58453,58453,784,141,"Canada","Ontario","Trenton","K8V4B2","Female","Bachelor",61912,"Single","Star",2719.85,"Standard",2015,1,0,0,0
"236026",24,2,48,62334,62334,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","Master",100817,"Married","Star",16301.97,"Standard",2012,6,0,0,0
"236037",24,2,0,0,0,0,0,"Canada","Ontario","Ottawa","K1F2R2","Female","High School or Below",44092,"Single","Star",5169.5,"Standard",2016,2,2016,10,1
"236093",24,2,38,66739,66739,1096,197,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",56894,"Married","Star",12883.81,"Standard",2017,4,0,0,0
"236129",24,2,23,34136,34136,537,97,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Doctor",57773,"Married","Star",2563.39,"Standard",2015,9,0,0,0
"236165",24,2,27,38788,38788,1252,226,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",69971,"Divorced","Star",5971.31,"Standard",2014,1,0,0,0
"236300",24,2,0,0,0,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",55522,"Married","Star",4384.35,"Standard",2015,8,2016,8,1
"236395",24,2,46,66223,66223,0,0,"Canada","Saskatchewan","Regina","S1J3C5","Male","Bachelor",77523,"Married","Aurora",7326.54,"Standard",2013,8,0,0,0
"236593",24,2,40,69611,69611,1256,226,"Canada","Quebec","Montreal","H2T9K8","Male","College",73455,"Single","Aurora",5016.64,"Standard",2015,6,0,0,0
"236701",11,1,12,28944,43416,0,0,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",94795,"Married","Aurora",9114.28,"2018 Promotion",2018,4,0,0,0
"236710",24,2,42,69459,69459,832,150,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",92785,"Single","Nova",2937.42,"Standard",2015,8,0,0,0
"236767",24,2,32,48304,48304,402,72,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",101933,"Married","Star",2471.53,"Standard",2015,2,0,0,0
"236794",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","P1J8T7","Female","College",73008,"Married","Nova",6625.47,"Standard",2018,12,0,0,0
"236874",24,2,38,64586,64586,1025,185,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",71720,"Married","Nova",6314.58,"Standard",2013,5,2018,9,1
"237018",24,2,41,70338,70338,471,85,"Canada","Quebec","Montreal","H2Y2W2","Male","Bachelor",58372,"Divorced","Nova",3549.02,"Standard",2015,3,0,0,0
"237094",24,2,85,139596,139596,552,99,"Canada","Manitoba","Winnipeg","R2C0M5","Female","Bachelor",98937,"Married","Nova",5024.03,"Standard",2017,3,0,0,0
"237105",24,2,28,40822,40822,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",52589,"Divorced","Star",4624.56,"Standard",2017,11,0,0,0
"237106",24,2,20,35646,35646,1236,223,"Canada","British Columbia","Whistler","V6T1Y8","Female","Bachelor",99147,"Married","Star",8738.3,"Standard",2012,12,0,0,0
"237107",24,2,0,0,0,0,0,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",81353,"Married","Aurora",24826.89,"Standard",2016,6,2017,2,1
"237274",24,2,35,53982,53982,1021,184,"Canada","Ontario","Kingston","M9K2P4","Male","College",72819,"Divorced","Nova",10759.4,"Standard",2014,3,0,0,0
"237293",24,2,40,54008,54008,946,170,"Canada","Ontario","Toronto","P5S6R4","Female","College",73008,"Single","Nova",6109.14,"Standard",2013,6,0,0,0
"237303",24,2,36,48377,48377,1097,197,"Canada","Ontario","Sudbury","M5V1G5","Female","Bachelor",90208,"Married","Star",8660.84,"Standard",2017,2,0,0,0
"237312",11,1,36,47666,71499,530,95,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",98933,"Married","Aurora",14158.61,"2018 Promotion",2018,4,0,0,0
"237319",24,2,8,10429,10429,0,0,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",64584,"Married","Nova",8270.63,"Standard",2017,11,0,0,0
"237402",24,2,47,84876,84876,1328,239,"Canada","Quebec","Montreal","H2T9K8","Female","College",73455,"Single","Nova",19957.79,"Standard",2015,2,0,0,0
"237434",24,2,35,44051,44051,1196,216,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",48369,"Married","Star",16985.5,"Standard",2016,11,0,0,0
"237492",24,2,30,41401,41401,908,164,"Canada","Quebec","Tremblant","H5Y2S9","Female","Bachelor",73135,"Single","Star",2674.73,"Standard",2017,7,0,0,0
"237586",24,2,24,37680,37680,800,144,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",102850,"Married","Nova",13862.1,"Standard",2015,1,2017,10,1
"237651",24,2,39,59912,59912,1368,246,"Canada","Alberta","Calgary","T3E2V9","Male","Master",72027,"Single","Nova",4386.28,"Standard",2016,11,0,0,0
"237729",24,2,40,60777,60777,1905,343,"Canada","Ontario","Toronto","M2M7K8","Female","College",73008,"Single","Star",2163.87,"Standard",2016,3,0,0,0
"237751",24,2,5,9257,9257,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Single","Star",3031.4,"Standard",2018,6,0,0,0
"237770",24,2,49,74796,74796,1391,250,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",86067,"Single","Aurora",5555.83,"Standard",2017,5,0,0,0
"237858",11,1,48,75304,112956,0,0,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",57510,"Single","Star",2574.02,"2018 Promotion",2018,3,0,0,0
"237888",24,2,32,45154,45154,701,126,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",85364,"Married","Star",12741.85,"Standard",2017,5,0,0,0
"237984",24,2,43,68790,68790,908,164,"Canada","Quebec","Montreal","H2T2J6","Male","College",73455,"Single","Star",4896.26,"Standard",2017,4,0,0,0
"238063",24,2,0,0,0,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",103368,"Married","Aurora",6159.01,"Standard",2012,6,0,0,0
"238070",24,2,0,0,0,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","College",72887.5,"Single","Star",10996.71,"Standard",2015,10,2016,2,1
"238119",24,2,50,78117,78117,611,110,"Canada","Quebec","Montreal","H2T9K8","Male","Bachelor",75980,"Married","Star",3906.67,"Standard",2013,5,0,0,0
